Fytoken,Symbol Details,Exchange Instrument type,Minimum lot size,Tick size,ISIN,Last update date,Expiry date,Symbol ticker,Exchange,Segment,Scrip code,Underlying scrip code,Strike price,Option type
101123021643892,NIFTY 23 Feb 16 14850 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321614850PE,10,11,43892,NIFTY,14850.0,PE
101123021643889,NIFTY 23 Feb 16 14850 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321614850CE,10,11,43889,NIFTY,14850.0,CE
101123021643894,NIFTY 23 Feb 16 14900 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321614900PE,10,11,43894,NIFTY,14900.0,PE
101123021643893,NIFTY 23 Feb 16 14900 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321614900CE,10,11,43893,NIFTY,14900.0,CE
101123021643898,NIFTY 23 Feb 16 14950 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321614950PE,10,11,43898,NIFTY,14950.0,PE
101123021643896,NIFTY 23 Feb 16 14950 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321614950CE,10,11,43896,NIFTY,14950.0,CE
101123021643906,NIFTY 23 Feb 16 15000 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615000PE,10,11,43906,NIFTY,15000.0,PE
101123021643900,NIFTY 23 Feb 16 15000 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615000CE,10,11,43900,NIFTY,15000.0,CE
101123021643912,NIFTY 23 Feb 16 15050 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615050PE,10,11,43912,NIFTY,15050.0,PE
101123021643907,NIFTY 23 Feb 16 15050 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615050CE,10,11,43907,NIFTY,15050.0,CE
101123021643922,NIFTY 23 Feb 16 15100 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615100PE,10,11,43922,NIFTY,15100.0,PE
101123021643913,NIFTY 23 Feb 16 15100 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615100CE,10,11,43913,NIFTY,15100.0,CE
101123021643928,NIFTY 23 Feb 16 15150 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615150PE,10,11,43928,NIFTY,15150.0,PE
101123021643923,NIFTY 23 Feb 16 15150 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615150CE,10,11,43923,NIFTY,15150.0,CE
101123021643930,NIFTY 23 Feb 16 15200 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615200PE,10,11,43930,NIFTY,15200.0,PE
101123021643929,NIFTY 23 Feb 16 15200 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615200CE,10,11,43929,NIFTY,15200.0,CE
101123021643932,NIFTY 23 Feb 16 15250 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615250PE,10,11,43932,NIFTY,15250.0,PE
101123021643931,NIFTY 23 Feb 16 15250 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615250CE,10,11,43931,NIFTY,15250.0,CE
101123021643934,NIFTY 23 Feb 16 15300 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615300PE,10,11,43934,NIFTY,15300.0,PE
101123021643933,NIFTY 23 Feb 16 15300 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615300CE,10,11,43933,NIFTY,15300.0,CE
101123021643938,NIFTY 23 Feb 16 15350 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615350CE,10,11,43938,NIFTY,15350.0,CE
101123021643939,NIFTY 23 Feb 16 15350 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615350PE,10,11,43939,NIFTY,15350.0,PE
101123021643940,NIFTY 23 Feb 16 15400 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615400CE,10,11,43940,NIFTY,15400.0,CE
101123021643943,NIFTY 23 Feb 16 15400 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615400PE,10,11,43943,NIFTY,15400.0,PE
101123021643944,NIFTY 23 Feb 16 15450 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615450CE,10,11,43944,NIFTY,15450.0,CE
101123021643945,NIFTY 23 Feb 16 15450 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615450PE,10,11,43945,NIFTY,15450.0,PE
101123021643946,NIFTY 23 Feb 16 15500 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615500CE,10,11,43946,NIFTY,15500.0,CE
101123021643947,NIFTY 23 Feb 16 15500 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615500PE,10,11,43947,NIFTY,15500.0,PE
101123021643948,NIFTY 23 Feb 16 15550 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615550CE,10,11,43948,NIFTY,15550.0,CE
101123021643951,NIFTY 23 Feb 16 15550 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615550PE,10,11,43951,NIFTY,15550.0,PE
101123021643952,NIFTY 23 Feb 16 15600 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615600CE,10,11,43952,NIFTY,15600.0,CE
101123021643953,NIFTY 23 Feb 16 15600 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615600PE,10,11,43953,NIFTY,15600.0,PE
101123021643961,NIFTY 23 Feb 16 15650 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615650PE,10,11,43961,NIFTY,15650.0,PE
101123021643957,NIFTY 23 Feb 16 15650 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615650CE,10,11,43957,NIFTY,15650.0,CE
101123021643963,NIFTY 23 Feb 16 15700 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615700CE,10,11,43963,NIFTY,15700.0,CE
101123021643964,NIFTY 23 Feb 16 15700 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615700PE,10,11,43964,NIFTY,15700.0,PE
101123021643967,NIFTY 23 Feb 16 15750 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615750PE,10,11,43967,NIFTY,15750.0,PE
101123021643966,NIFTY 23 Feb 16 15750 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615750CE,10,11,43966,NIFTY,15750.0,CE
101123021643969,NIFTY 23 Feb 16 15800 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615800PE,10,11,43969,NIFTY,15800.0,PE
101123021643968,NIFTY 23 Feb 16 15800 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615800CE,10,11,43968,NIFTY,15800.0,CE
101123021643973,NIFTY 23 Feb 16 15850 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615850PE,10,11,43973,NIFTY,15850.0,PE
101123021643970,NIFTY 23 Feb 16 15850 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615850CE,10,11,43970,NIFTY,15850.0,CE
101123021643974,NIFTY 23 Feb 16 15900 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615900CE,10,11,43974,NIFTY,15900.0,CE
101123021643975,NIFTY 23 Feb 16 15900 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615900PE,10,11,43975,NIFTY,15900.0,PE
101123021643979,NIFTY 23 Feb 16 15950 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615950CE,10,11,43979,NIFTY,15950.0,CE
101123021643980,NIFTY 23 Feb 16 15950 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321615950PE,10,11,43980,NIFTY,15950.0,PE
101123021643982,NIFTY 23 Feb 16 16000 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616000PE,10,11,43982,NIFTY,16000.0,PE
101123021643981,NIFTY 23 Feb 16 16000 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616000CE,10,11,43981,NIFTY,16000.0,CE
101123021643983,NIFTY 23 Feb 16 16050 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616050CE,10,11,43983,NIFTY,16050.0,CE
101123021643984,NIFTY 23 Feb 16 16050 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616050PE,10,11,43984,NIFTY,16050.0,PE
101123021643985,NIFTY 23 Feb 16 16100 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616100CE,10,11,43985,NIFTY,16100.0,CE
101123021643986,NIFTY 23 Feb 16 16100 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616100PE,10,11,43986,NIFTY,16100.0,PE
101123021643987,NIFTY 23 Feb 16 16150 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616150CE,10,11,43987,NIFTY,16150.0,CE
101123021643988,NIFTY 23 Feb 16 16150 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616150PE,10,11,43988,NIFTY,16150.0,PE
101123021643990,NIFTY 23 Feb 16 16200 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616200PE,10,11,43990,NIFTY,16200.0,PE
101123021643989,NIFTY 23 Feb 16 16200 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616200CE,10,11,43989,NIFTY,16200.0,CE
101123021643992,NIFTY 23 Feb 16 16250 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616250PE,10,11,43992,NIFTY,16250.0,PE
101123021643991,NIFTY 23 Feb 16 16250 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616250CE,10,11,43991,NIFTY,16250.0,CE
101123021643996,NIFTY 23 Feb 16 16300 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616300CE,10,11,43996,NIFTY,16300.0,CE
101123021643997,NIFTY 23 Feb 16 16300 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616300PE,10,11,43997,NIFTY,16300.0,PE
101123021644002,NIFTY 23 Feb 16 16350 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616350CE,10,11,44002,NIFTY,16350.0,CE
101123021644003,NIFTY 23 Feb 16 16350 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616350PE,10,11,44003,NIFTY,16350.0,PE
101123021644004,NIFTY 23 Feb 16 16400 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616400CE,10,11,44004,NIFTY,16400.0,CE
101123021644006,NIFTY 23 Feb 16 16400 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616400PE,10,11,44006,NIFTY,16400.0,PE
101123021644011,NIFTY 23 Feb 16 16450 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616450CE,10,11,44011,NIFTY,16450.0,CE
101123021644012,NIFTY 23 Feb 16 16450 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616450PE,10,11,44012,NIFTY,16450.0,PE
101123021644013,NIFTY 23 Feb 16 16500 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616500CE,10,11,44013,NIFTY,16500.0,CE
101123021644014,NIFTY 23 Feb 16 16500 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616500PE,10,11,44014,NIFTY,16500.0,PE
101123021644015,NIFTY 23 Feb 16 16550 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616550CE,10,11,44015,NIFTY,16550.0,CE
101123021644016,NIFTY 23 Feb 16 16550 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616550PE,10,11,44016,NIFTY,16550.0,PE
101123021644019,NIFTY 23 Feb 16 16600 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616600PE,10,11,44019,NIFTY,16600.0,PE
101123021644017,NIFTY 23 Feb 16 16600 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616600CE,10,11,44017,NIFTY,16600.0,CE
101123021644023,NIFTY 23 Feb 16 16650 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616650PE,10,11,44023,NIFTY,16650.0,PE
101123021644022,NIFTY 23 Feb 16 16650 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616650CE,10,11,44022,NIFTY,16650.0,CE
101123021644026,NIFTY 23 Feb 16 16700 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616700CE,10,11,44026,NIFTY,16700.0,CE
101123021644027,NIFTY 23 Feb 16 16700 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616700PE,10,11,44027,NIFTY,16700.0,PE
101123021644029,NIFTY 23 Feb 16 16750 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616750PE,10,11,44029,NIFTY,16750.0,PE
101123021644028,NIFTY 23 Feb 16 16750 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616750CE,10,11,44028,NIFTY,16750.0,CE
101123021644030,NIFTY 23 Feb 16 16800 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616800CE,10,11,44030,NIFTY,16800.0,CE
101123021644036,NIFTY 23 Feb 16 16800 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616800PE,10,11,44036,NIFTY,16800.0,PE
101123021644037,NIFTY 23 Feb 16 16850 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616850CE,10,11,44037,NIFTY,16850.0,CE
101123021644039,NIFTY 23 Feb 16 16850 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616850PE,10,11,44039,NIFTY,16850.0,PE
101123021644040,NIFTY 23 Feb 16 16900 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616900CE,10,11,44040,NIFTY,16900.0,CE
101123021644041,NIFTY 23 Feb 16 16900 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616900PE,10,11,44041,NIFTY,16900.0,PE
101123021644043,NIFTY 23 Feb 16 16950 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616950CE,10,11,44043,NIFTY,16950.0,CE
101123021644049,NIFTY 23 Feb 16 16950 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321616950PE,10,11,44049,NIFTY,16950.0,PE
101123021644050,NIFTY 23 Feb 16 17000 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617000CE,10,11,44050,NIFTY,17000.0,CE
101123021644052,NIFTY 23 Feb 16 17000 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617000PE,10,11,44052,NIFTY,17000.0,PE
101123021644053,NIFTY 23 Feb 16 17050 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617050CE,10,11,44053,NIFTY,17050.0,CE
101123021644054,NIFTY 23 Feb 16 17050 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617050PE,10,11,44054,NIFTY,17050.0,PE
101123021644055,NIFTY 23 Feb 16 17100 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617100CE,10,11,44055,NIFTY,17100.0,CE
101123021644056,NIFTY 23 Feb 16 17100 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617100PE,10,11,44056,NIFTY,17100.0,PE
101123021644057,NIFTY 23 Feb 16 17150 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617150CE,10,11,44057,NIFTY,17150.0,CE
101123021644058,NIFTY 23 Feb 16 17150 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617150PE,10,11,44058,NIFTY,17150.0,PE
101123021644060,NIFTY 23 Feb 16 17200 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617200PE,10,11,44060,NIFTY,17200.0,PE
101123021644059,NIFTY 23 Feb 16 17200 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617200CE,10,11,44059,NIFTY,17200.0,CE
101123021644061,NIFTY 23 Feb 16 17250 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617250CE,10,11,44061,NIFTY,17250.0,CE
101123021644066,NIFTY 23 Feb 16 17250 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617250PE,10,11,44066,NIFTY,17250.0,PE
101123021644068,NIFTY 23 Feb 16 17300 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617300PE,10,11,44068,NIFTY,17300.0,PE
101123021644067,NIFTY 23 Feb 16 17300 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617300CE,10,11,44067,NIFTY,17300.0,CE
101123021644070,NIFTY 23 Feb 16 17350 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617350PE,10,11,44070,NIFTY,17350.0,PE
101123021644069,NIFTY 23 Feb 16 17350 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617350CE,10,11,44069,NIFTY,17350.0,CE
101123021644073,NIFTY 23 Feb 16 17400 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617400CE,10,11,44073,NIFTY,17400.0,CE
101123021644074,NIFTY 23 Feb 16 17400 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617400PE,10,11,44074,NIFTY,17400.0,PE
101123021644075,NIFTY 23 Feb 16 17450 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617450CE,10,11,44075,NIFTY,17450.0,CE
101123021644078,NIFTY 23 Feb 16 17450 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617450PE,10,11,44078,NIFTY,17450.0,PE
101123021644080,NIFTY 23 Feb 16 17500 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617500PE,10,11,44080,NIFTY,17500.0,PE
101123021644079,NIFTY 23 Feb 16 17500 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617500CE,10,11,44079,NIFTY,17500.0,CE
101123021644082,NIFTY 23 Feb 16 17550 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617550PE,10,11,44082,NIFTY,17550.0,PE
101123021644081,NIFTY 23 Feb 16 17550 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617550CE,10,11,44081,NIFTY,17550.0,CE
101123021644084,NIFTY 23 Feb 16 17600 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617600PE,10,11,44084,NIFTY,17600.0,PE
101123021644083,NIFTY 23 Feb 16 17600 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617600CE,10,11,44083,NIFTY,17600.0,CE
101123021644085,NIFTY 23 Feb 16 17650 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617650CE,10,11,44085,NIFTY,17650.0,CE
101123021644086,NIFTY 23 Feb 16 17650 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617650PE,10,11,44086,NIFTY,17650.0,PE
101123021644087,NIFTY 23 Feb 16 17700 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617700CE,10,11,44087,NIFTY,17700.0,CE
101123021644088,NIFTY 23 Feb 16 17700 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617700PE,10,11,44088,NIFTY,17700.0,PE
101123021644090,NIFTY 23 Feb 16 17750 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617750PE,10,11,44090,NIFTY,17750.0,PE
101123021644089,NIFTY 23 Feb 16 17750 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617750CE,10,11,44089,NIFTY,17750.0,CE
101123021644091,NIFTY 23 Feb 16 17800 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617800CE,10,11,44091,NIFTY,17800.0,CE
101123021644092,NIFTY 23 Feb 16 17800 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617800PE,10,11,44092,NIFTY,17800.0,PE
101123021644098,NIFTY 23 Feb 16 17850 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617850PE,10,11,44098,NIFTY,17850.0,PE
101123021644095,NIFTY 23 Feb 16 17850 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617850CE,10,11,44095,NIFTY,17850.0,CE
101123021644100,NIFTY 23 Feb 16 17900 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617900PE,10,11,44100,NIFTY,17900.0,PE
101123021644099,NIFTY 23 Feb 16 17900 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617900CE,10,11,44099,NIFTY,17900.0,CE
101123021644102,NIFTY 23 Feb 16 17950 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617950PE,10,11,44102,NIFTY,17950.0,PE
101123021644101,NIFTY 23 Feb 16 17950 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321617950CE,10,11,44101,NIFTY,17950.0,CE
101123021644103,NIFTY 23 Feb 16 18000 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321618000CE,10,11,44103,NIFTY,18000.0,CE
101123021644104,NIFTY 23 Feb 16 18000 PE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321618000PE,10,11,44104,NIFTY,18000.0,PE
101123021644105,NIFTY 23 Feb 16 18050 CE,14,50,0.05,0915-1530|1815-1915:1,2023-02-09,2023-02-16,NSE:NIFTY2321618050CE,10,11,44105,NIFTY,18050.0,CE
